dopamina,adrenalina,classe
-0.694135145752736, 1.0750696248544918, 0
0.019233777771044958, 0.5497550783996994, 0
-0.012415205117390915, -0.6037664520799539, 0
0.09438480798622173, 1.6189141706713683, 0
0.1396974197731371, 0.3823101061323605, 0
0.19834715637397626, -0.18279276709940118, 0
-1.208213121496172, 1.211488047752917, 0
-0.2836373141402735, 0.7757004772502631, 0
0.08941221728844306, 0.9739216854786378, 0
0.16487444388492678, 0.40137731157689327, 0
0.1832017787108231, 0.7796848016984379, 0
-0.11869273297820704, 0.05716123048595989, 0
0.2038137000100102, 0.8675994143264119, 0
-0.05170172700406894, 1.3387595641961783, 0
-0.06678194381862235, 0.9022865101407095, 0
0.12561705138846335, 0.9491008348429845, 0
0.1390354158260544, 0.8535841015759342, 0
-0.4497671883882399, 1.350185826763525, 0
-0.34600913109134246, 1.4688927678157193, 0
-0.9083863684992816, -0.9600331448507802, 0
-1.5148837717833106, -1.4742404917852525, 0
-0.5253890844344887, -0.7942546892883129, 0
-0.8464690404266483, -0.6615110971579852, 0
-0.9324125289502722, -0.5711337273973224, 0
-0.7423768322375757, -1.3455795626914957, 0
-0.8692968379723087, -0.7753111884165746, 0
-1.470742885477717, -0.9496833248424618, 0
-1.0811688364019139, -0.5869650007650384, 0
-1.0730273171657632, -0.7319214600370406, 0
-1.2660056884044104, -0.551055787007462, 0
-0.1589482026684106, -1.0659689339622904, 0
-1.4378646730800086, -1.0736007280756337, 0
-1.2419075250550606, -0.4961132973472807, 0
-1.3560022745137112, -2.0618277312078748, 0
-1.5871061657284082, -1.2522932027570048, 0
-1.0961197587696374, -1.63529722490433, 0
-1.1370351149663012, -1.1912924013538242, 0
-0.23496374278795196, -0.6756603689756897, 0
-1.124512371256857, -0.5871364253791209, 0
-1.5321067064446634, -1.5074718213400686, 0
-0.19827135093997794, -1.2355349563415832, 0
-0.3826604265546111, -0.9314875629349748, 0
-1.1148132254815903, -1.1459316878767867, 0
-1.7530798519898596, -0.8490907223694968, 0
-1.2223139082234926, -0.8000345285220989, 0
-1.0779705178623844, -1.4649807794700647, 0
-0.8619658730342319, -1.088415132964616, 0
-1.1305818228882394, -2.0660472995807675, 0
-0.7782890435479544, -0.42731914474076294, 0
-0.8040528952837754, -1.3145453804970777, 0
-1.6253394534132037, -1.6019249870011092, 0
-1.473980461165716, -1.126972341711406, 0
-1.3705530469702056, -1.7143234323160488, 0
-1.2539087751390867, -1.0104288088508002, 0
-1.1602877533001197, -1.2803324982640922, 0
-0.993765479319191, 0.08888935459207703, 0
-2.514588670702073, -0.43076730633520244, 0
-1.2285073204357913, -2.248443251592251, 0
-0.3787757968046308, -0.7793365341361957, 0
-1.5333506994923747, -1.699068937905537, 0
-0.5331359186643807, -1.127527589940403, 0
-0.8248394993219442, -0.9177979633406357, 0
-1.014502881854363, -0.6261329855959388, 0
-0.9087739162470083, -1.1365234747014534, 0
-1.7825280070753626, -0.21184992672696246, 0
-1.042269739908862, -1.2404685758894227, 0
-0.1980268246985598, -0.8362439395851571, 0
-0.950826112679946, -0.6676329396862027, 0
-0.9793131932551926, -0.9574057036394199, 0
-1.3670845563483693, -0.559523607309476, 0
-1.01540686500616, -0.8383934310762012, 0
-0.8838264936877616, -1.3920730918320436, 0
-0.7868062212955275, -1.9026866756930447, 0
-1.186404370861752, -0.07070352572214744, 0
-1.1182272918785932, -1.3022650443872295, 0
0.011845443301526704, -0.948320138844676, 0
-2.1291769852480957, -0.7184165224270112, 0
0.11472284022844947, -0.9432015016329991, 0
-0.8312181496934468, -1.452363106399016, 0
-0.49996959020543763, -1.2338572912259282, 0
-1.8320822374935302, -1.0624449736115535, 0
-1.2950172821026107, -0.26052075424798493, 0
-1.1390320818826547, -1.4304078450034805, 0
-0.7886421543897608, -0.6076657663560893, 0
-1.835100348925235, -0.8456884300257352, 0
-0.7641828367918486, -1.1169300210645765, 0
-1.6064235998372296, -1.5284863729800655, 0
-0.9669049757876943, -1.1420704773130819, 0
-0.6738220556693131, -1.0433451412296526, 0
-0.8364700164114562, -1.7346975372431785, 0
-0.45868324788162196, -0.9039088775646072, 0
-0.4969614445904743, -1.4111466381450875, 0
-1.3254538682988763, -1.0471202939798618, 0
-0.8714719212830155, -0.8318933295228799, 0
-1.4721889032021096, -1.4523270296234185, 0
-1.6608942606962818, -1.1441281806028483, 0
-0.537587033253147, -0.824968621232911, 0
-0.9999750754623746, -1.9179295712521525, 0
-1.0274594573047033, -0.48201204587725976, 0
-0.5444363671730701, 0.21223057246968224, 0
-0.7027081512954738, -0.5202997452960123, 0
-0.8248994130627324, -1.1578859975047042, 0
-0.3748743858475021, -0.785688660070302, 0
-0.5351052707211421, -1.5179923892566964, 0
-0.8801183714707099, -0.061067269752070885, 0
-1.3451805515556128, -0.529647798323934, 0
-1.3257768208751406, -0.6063271100323768, 0
-0.403949064734365, -1.4379371309783362, 0
-1.8059151943389053, -0.8400254328088343, 0
-1.0122309683179593, -1.279147142425452, 0
-1.9744235884494503, -1.1557147092734472, 0
-0.48975099277367307, -1.285004958321093, 0
-0.5691418488032908, -1.5128668078143563, 0
-0.9994189582582431, -1.4543727934371626, 0
-1.0354186065802402, -1.1049486670277955, 0
-2.2431419603516396, -1.8494320420863053, 0
-0.7094138386620386, -0.6961997120769581, 0
-2.0962174599829524, -1.0588991446339813, 0
-2.159640153321651, -0.6504198331779166, 0
-0.8651756791417011, 2.9600535804709813, 0
-0.7528564723102946, 3.4492379946885707, 0
-1.7415605112579493, 3.0918517115456243, 0
-1.5101321928414826, 3.1453950674422266, 0
-1.2234975053722636, 3.0564723585105256, 0
-0.9451707043361987, 3.21997609443622, 0
-0.4356317739858586, 3.0508312218501707, 0
-1.144981520400014, 4.393667613906718, 0
-0.36922464092942586, 2.4166674849026792, 0
-0.7622875941463643, 2.072850458655153, 0
-0.4129416242531425, 2.4296594276651837, 0
-0.936526465978177, 2.453328271880198, 0
-1.3284079644740412, 2.783195351762588, 0
-1.74069953578939, 2.9157650608622756, 0
-0.922255502048053, 2.8907332199867097, 0
-0.5907243157394997, 3.270667217859688, 0
-1.146294065417197, 3.194633101921632, 0
-1.2703932082442628, 3.3756144923441664, 0
-1.1543209076400565, 3.889127949645502, 0
-1.548296650762736, 3.6115312758669034, 0
-1.2465049076582253, 2.358371947697617, 0
-1.0903696782075187, 1.835522741858329, 0
-0.9770794471431474, 3.450965733475857, 0
-1.0318915600111662, 2.082180658132404, 0
-0.6943324029673821, 3.0333784557184327, 0
-0.9453411531125648, 3.0177397429187884, 0
-0.09299227485981221, 4.1135840390839356, 0
-0.8439880858353632, 2.965392872988976, 0
-0.09775311413790655, 2.746338467692751, 0
-1.361560739785209, 3.117904836288122, 0
-0.7367264811252205, 3.1229024259469216, 0
-1.1301254308530584, 3.035022604708404, 0
-0.6999287455956851, 2.695709744960025, 0
-0.7030346021756236, 2.3887033099066852, 0
-2.0930108063741177, 3.158250180398858, 0
-1.6635215747601455, 2.328565381689035, 0
-1.7205067988194571, 2.4839078279639146, 0
-0.7990777514800925, 3.665607942532487, 0
-0.2648993595757403, 2.7905484024850757, 0
-1.1634071143929532, 2.929839138971817, 0
-0.5938384976796021, 3.449911164448612, 0
-0.7272299482369421, 2.849944497192162, 0
-1.5258161547604243, 3.5146828560515497, 0
-0.8012665021023457, 2.8274670142163396, 0
-1.3759473693409459, 3.50640093213149, 0
-0.24186655167702364, 3.3146672924657095, 0
-1.0162832545972404, 2.893492458679473, 0
-0.18200017136085378, 2.567151345819738, 0
-1.2125292453050154, 2.4784458493311865, 0
-0.7052833166408896, 2.8649655936759504, 0
-1.0313956128591624, 2.780929322198928, 0
-2.010979465025895, 2.7956628426018373, 0
-1.4910657628895239, 3.491772617602778, 0
-0.6937443509165253, 2.8511514279953136, 0
-1.0274430649943387, 3.571839455385479, 0
-1.5593660012263624, 2.7341899412464654, 0
-1.3131892694335694, 3.4862828640043264, 0
-0.8752411297186025, 2.7388747575032255, 0
-1.4965095032748004, 3.088288897321158, 0
-0.5125248875943442, 3.485368911777344, 0
-1.3203547533630289, 2.793013862512885, 0
-0.09556868974037303, 2.7808647408975493, 0
-1.539933125369414, 4.001695305431133, 0
-0.9004052779623678, 3.4754967497745426, 0
-1.7605132808844774, 2.7839980781361096, 0
-1.3618155626445363, 3.3244703686817934, 0
-1.2966251575054017, 2.8199618494230143, 0
-0.7993318300905995, 3.352942509674708, 0
-0.5289333403815288, 3.707924534218293, 0
-0.8497570162021348, 2.1977421657014693, 0
-1.186535329315502, 3.5144265345010126, 0
-0.5922557459537507, 3.728983890330993, 0
-0.6005565039216421, 3.0237356616374145, 0
-0.9398973590218224, 3.8731283550592104, 0
-0.7143761851427619, 3.0776937571005907, 0
-0.793601994844304, 2.381440157668685, 0
-1.4934809416757608, 1.9032528605826966, 0
-0.6202158370426083, 2.8332964663681333, 0
-1.3286006495491751, 3.3567716512820294, 0
-1.3019592406880847, 3.1587038666172487, 0
-0.9115265888352944, 3.206805195146565, 0
-1.1537517349313753, 2.71145720818103, 0
-1.0659101764579468, 3.0720009007022324, 0
-0.7023211630579491, 2.1806671350330564, 0
-0.47658360784738407, 2.619955000682366, 0
-1.098979316305921, 2.5906034518748715, 0
-0.8361609180463996, 3.2598644440668094, 0
-1.1191507522948665, 2.9929199704513976, 0
-0.8852015533898431, 2.4222353158563794, 0
-0.7800010475886854, 2.9952375419509174, 0
-1.3084329644446138, 2.6550947311841453, 0
-0.8625816065441669, 2.666650423199418, 0
-0.6994489837658524, 3.432074710582563, 0
-0.9538460243805189, 3.0567097181134337, 0
-0.13507930421381786, 3.1991814230829974, 0
-1.3042787223691596, 3.441984945117335, 0
-1.3685298858489028, 3.0901288469935233, 0
-1.8749396531938127, 3.275427261028735, 0
-0.544758710176444, 3.3414821380559685, 0
-0.5664587235263373, 3.5853043300178022, 0
1.403250354659575, 1.630281647315429, 1
2.375413760946315, 0.33397593825324223, 1
1.6466299902760904, 0.5916033025070893, 1
1.2390739298942357, 1.2276405959870158, 1
0.6748059832707374, 1.367473990880461, 1
1.2569683499039874, 1.5545223427033554, 1
3.6837977047943204, 2.283915837236166, 1
3.077077772413658, 0.8544073481813009, 1
3.276192599748891, 0.3703084394975398, 1
1.544053168709579, 2.015945746003483, 1
0.9527088451077579, 0.19588353371181133, 1
1.536057177869572, 1.7207154023054252, 1
0.8462754562751691, 1.0930373500023944, 1
0.9068917388377661, 2.077522467039204, 1
2.1172732058390986, -0.47067499952377445, 1
2.0567758673503596, 0.8517263305193873, 1
2.0628943100722106, 0.09411588605515087, 1
1.5036228502060602, 3.181006023047021, 1
1.537928988496629, 2.0342289834374605, 1
2.222676466873547, 0.20636480650947875, 1
1.366670327733842, 0.6485383141745319, 1
1.7760197574383951, 0.7956479430623594, 1
1.5451638500374285, 1.8238184634164671, 1
0.7724193064104881, 0.7915960504092708, 1
1.2204036003224936, 1.5261560936224625, 1
0.40953789718102185, -0.5388622249333621, 1
1.6662967238182314, 0.734612501669175, 1
0.3928759791813433, 1.3809809881794592, 1
2.0787852196113237, 1.0251099116833386, 1
1.2438929045921485, -0.00025845757107956224, 1
0.4338037606227225, 1.8456192087561927, 1
2.027723905071421, 1.2626345579524838, 1
0.9233181654358819, 1.0171673445637224, 1
0.8189147187944815, 0.803503423775431, 1
1.2394050543741264, -0.31265927633509216, 1
1.2346439474780713, 0.7857617713035027, 1
0.3513400620066577, 0.37647511632428177, 1
0.9774615278527986, 0.2655952711245234, 1
0.8763407355932212, 0.13269875825199828, 1
1.4707804656465449, 0.5998321680130094, 1
1.819949251779613, -0.5019768019122952, 1
1.8319549732107983, 1.7231720669737207, 1
0.3522603835084642, 1.3900450760915932, 1
1.0580193183478186, 0.9849791112680965, 1
0.9948630039224889, 1.7640139615964316, 1
2.1494727312135624, 0.900086890369199, 1
0.4227505646847386, 0.4641023771596312, 1
1.2785341095700433, 2.0135393263199926, 1
0.830811698296561, 0.8314217079605619, 1
1.83801710411085, 0.558228226959399, 1
1.02441809812373, 0.3640553172715496, 1
1.4143952658341679, 0.15990377406720424, 1
1.8254576634106496, 2.894499769088732, 1
2.1581589216279635, 2.241623194665509, 1
1.0644483498815691, 1.230651369428689, 1
0.44327362205510745, 0.35089897708389717, 1
2.7628429180015317, 1.5935620462214755, 1
0.5382985888998293, 0.0009966840135644528, 1
1.5610575877779889, -0.7474003668538072, 1
0.8556861170588024, -0.08682296962905456, 1
1.6664578190655406, 1.2501331247993543, 1
0.42636307257409434, 1.2935152033246757, 1
1.3661454323949556, 1.1377668218964565, 1
0.8669686325358811, 0.6428852375356946, 1
0.8529598841445004, 1.6465162086676917, 1
2.0644826129819123, -0.021270853153065872, 1
1.218688280488137, 1.3412721673332508, 1
1.1483582900982705, 0.36346796504975576, 1
2.1907743174805443, 0.7488347957769642, 1
0.3966505327378397, 1.4145875094584126, 1
1.5224683118872055, 1.779317990128717, 1
1.6263161238045114, 0.16177098755109398, 1
0.8172136447165359, 1.9454940318406722, 1
1.1617525648028084, 1.4951073557852332, 1
1.0786560370123706, 0.8367952373926061, 1
1.541690524168751, 0.7726692839861944, 1
2.939118439462181, 1.0172842183188289, 1
0.49983199697396086, 1.038467766886581, 1
1.1404982684342049, 1.6195470926586966, 1
0.9381291809717834, 2.1452325150500293, 1
0.6707753845489199, 0.8427149962084475, 1
